Fecha,Producto ,region,Canal,unidades_vendidas,Precio Unitario,ingreso
2025-03-20,Auriculares,Oeste,Online,3,85.09,"255,27"
2025-11-10,Monitor,Oeste,online,2,211.79,"423,58 €"
2024-05-25,TECLADO,Norte,Online,3,44.59,"133,77"
2024-07-17,Mouse,Norte,Online,5,25.81,"129,05"
2024-06-20,Monitor,Norte,Tienda,2,226.68,"453,36"
2025-11-13,Mouse,NORTE,on-line,4,25.6,"102,40 €"
2024-10-19,Teclado,Este,TIENDA,1,44.61,"44,61"
2024-11-11,Monitor,Este,TIENDA,3,0.0,"655,14"
2024-11-23,Mouse,Norte,Online,2,26.28,"52,56"
2024-07-13,Auriculares,Norte,Tienda,5,93.04,"465,20"
2024-10-17,Mouse,Norte,Distribuidor,3,20.48,"61,44 €"
07-16-2025,Teclado,Norte,Tienda,1,45.75,"45,75"
2024-08-14,Auriculares,Sur,Online,2,92.07,"184,14 €"
2024-03-27,Mouse,Sur,on-line,3,23.9,"71,70 €"
2025-12-14,Mouse,Sur,Online,2,25.12,"€50,24 €"
2025-05-01,Auriculares,Centro,Distribuidor,5,74.6,"373,00"
2024-05-25,Mouse,Este,ONLINE,5,24.33,"121,65"
2024-09-05,Monitor,Oeste,Distribuidor,3,186.56,"559,68"
2024-07-25,Monitor,Oeste,Online,2,228.17,"456,34"
2025-08-26,Mouse,  Oeste ,TIENDA,5,24.55,"122,75 €"
2025-11-01,Webcam,NORTE,Online,9823,66.16,"66,16"
2024-03-20,Monitor,Oeste,Online,1,222.26,"222,26"
2024-08-06,Webcam,Centro,Tienda,3,62.4,"187,20 €"
2024-01-22,Mouse,Centro,Tienda,2,25.26,"50,52"
2025-12-08,Mouse,Norte,Tienda,3,24.09,"72,27 €"
2025-12-27,Teclado,Norte,Tienda Fisica,1,45.6,"45,60"
,Auriculares,Sur,Online,5,90.58,"452,90"
2024-01-07,Auriculares,Oeste,ONLINE,4,93.48,"373,92 €"
2025-12-13,Teclado,Norte,Tienda física,5,n/a,"228,80 €"
2025-11-21,Teclado,  Norte ,tienda,3,46.13,"138,39 €"
2024-06-14, Monitor,Sur,Distribuidor,5,179.79,"898,95"
2025-04-12,Teclado,Este,Tienda,3,44.05,"132,15"
2025-10-18,Mouse,centro,Distribuidor,5,21.12,"105,60"
2025-03-23,Teclado,Sur,Online ,3,46.09,"138,27 €"
2025-01-09,Monitor,Norte,Tienda,3,214.31,"642,93"
2024-03-10,Mouse,Norte,Tienda,3,25.03,"75,09"
2024-05-04,Monitor,Sur,Tienda física,4,216.75,"867,00 €"
06-12-2025,Teclado,Este,Online,3,44.97,"134,91"
2024-07-16,Teclado,Sur,Online,5,45.93,"229,65"
2025-10-13,Teclado,Centro,Tienda,2,45.99,"606,00"
04-12-2024,Auriculares,Sur,Online,1,91.25,"91,25"
2025-05-04,Auriculares,Oeste,Online,1,91.1,"91,10"
2025-03-16,Monitor,NORTE,Online,5,207.99,"1.039,95"
2024-01-06,Webcam,Oeste,Online,5,63.08,"315,40"
2025-07-09,Monitor,Oeste,tienda,1,212.42,"212,42 €"
2024-04-10,Monitor,Centro,tienda,2,222.51,"445,02"
2024-11-06,Mouse,Norte,Distribuidor,3,20.66,"61,98"
19/11/2025, Monitor,Oeste,Tienda,3,215.88,"647,64"
2024-11-25,Webcam,Oeste,Distribuidor,3,52.44,"157,32"
2025-12-29,Mouse,Este,Online,2,n/a,"44,28"
2024-12-10,Auriculares,Este,Online,4,90.46,"361,84 €"
2024-09-26,Mouse,Oeste,Tienda,4,23.89,"95,56 €"
30/10/2024,Mouse,Norte,Online,3,25.93,"77,79"
2024-10-13,Mouse,Este,Tienda física,3,26.32,"78,96"
2024-12-13,Mouse,Sur,Online,5,24.58,"122,90"
2024-10-24,Teclado,centro,Tienda física,3,45.7,"137,10 €"
2025-11-15,Teclado,Norte,Online,4,44.67,"178,68 €"
2024-05-07,Monitor,Norte,Online,1,217.12,"217,12"
2024-04-08,Webcam,Sur,Online,1,64.71,"64,71"
2024-12-16,Mouse,Norte,Online,5,24.96,"€124,80"
2025-11-04,Auriculares,Oeste,Tienda,5,94.99,"474,95 €"
2025-05-03,Monitor,Norte,Tienda,3,225.58,"676,74"
01/01/2024,Mouse,Norte,Tienda Fisica,3,23.99,"71,97 €"
2024-03-22,Mouse,Este,Tienda,2,25.86,"51,72 €"
2024-12-01,Mouse,Centro,Online,4,24.79,"99,16"
2024-07-05,Auriculares,Oeste,Distribuidor,5,74.55,"372,75 €"
2025-07-24,Webcam,?,ONLINE,4,63.81,"255,24 €"
2025-12-17,Monitor,ESTE,online,2,215.09,"430,18"
2025-04-12,Webcam,Norte,Online,3,63.26,"189,78"
2024-01-26,Auriculares,Sur,Distribuidor,2,75.4,"150,80"
2024-04-16,Teclado,Norte,Distribuidor,5,37.83,"189,15"
2024-07-08,Webcam,Sur,Tienda,5,66.06,"€330,30"
2024-12-14,Mouse,Norte,ONLINE,1,24.5,"24,50 €"
2025-12-31,Webcam,Oeste,Online,2,63.31,"126,62"
2024-12-31,Auriculares,Norte,Online,4,91.23,"364,92 €"
27/02/2024,Auriculares,sur,Distribuidor,1,71.25,"71,25"
2024-08-13,Auriculares,Centro,Tienda física,3,85.95,"257,85 €"
2025-02-05,Auriculares,Norte,Online,1,87.99,"87,99 €"
2024-10-07,Mouse,Este,Tienda,5,24.6,"123,00"
2025-10-17,Auriculares,Norte,Distribuidor,2,78.37,"156,74"
2025-03-20,Webcam,Sur,Distribuidor,4,54.0,"216,00"
2024-12-10,Auriculares,Centro,Tienda Fisica,2,91.01,"182,02"
2025-05-30,Auriculares,Oeste,Online,2,89.7,"179,40"
2024-11-25,Auriculares,Centro,Tienda,3,87.0,"261,00 €"
2025-03-08,AURICULARES,Norte,Distribuidor,1,72.43,"72,43 €"
31/10/2025,Teclado,Norte,Distribuidor,3,36.43,"109,29 €"
2024-11-18,Teclado,Sur,Tienda,1,46.47,"46,47"
17/11/2024,Auriculares,Norte,online,4,89.12,"356,48 €"
09-20-2025,Mouse,Oeste,Online,5,25.26,"126,30 €"
2025-05-04,MOUSE,Este,Online,4,25.2,"€100,80 €"
2025-09-23,Mouse,Sur,TIENDA,4,25.18,"100,72"
2024-05-16,Mouse,Este,Distribuidor,2,20.17,"40,34"
2024-11-02,Webcam,Centro,Tienda,2,64.33,"128,66 €"
2025-12-07,Mouse,  NORTE ,Distribuidor,5,20.11,"100,55"
2025-05-04,Mouse,Oeste,on-line,2,24.44,"48,88"
31/12/2025,Auriculares,Oeste,Tienda,3,86.18,"258,54 €"
2024-11-17,Auriculares,Oeste,online,4,86.95,"347,80"
2024-12-31,Auriculares,Centro,Online,4,90.99,"363,96"
12-09-2024,Auriculares,Sur,Tienda,2,92.95,"185,90"
2025-11-07,Teclado,Norte,Tienda,2,45.95,"91,90"
2025-07-11,Auriculares,Este,Tienda,3,91.37,"274,11 €"
16/11/2025,Auriculares,Sur,Online,2,90.41,"180,82"
2024-12-31,MOUSE,Este,ONLINE,3,24.42,"73,26"
2025-09-02,Monitor,Sur,Online,5,228.79,"1.143,95"
2025-03-15,Teclado,Norte,Tienda,1,44.37,"44,37"
2024-08-12,Mouse,oeste,Online,2,,"49,86 €"
2024-05-10,Mouse,Sur,Tienda,NA,25.27,"126,35"
2024-11-07,Monitor,Este,online,3,220.53,"661,59"
2024-11-18,Teclado,Norte,TIENDA,1,45.33,"45,33 €"
2025-07-09,Teclado,Norte,Distribuidor,1,35.81,"35,81 €"
2025-10-20,Monitor,Centro,Tienda,5,224.11,"1.120,55"
2024-11-02,Mouse,Este,Online,5,24.97,"124,85"
2024-10-31,Mouse,Norte,Online,2,24.15,"48,30 €"
2025-11-15,Mouse,  Este ,on-line,1,25.75,"25,75"
2025-12-27,Mouse,Norte,Tienda,2,23.82,"47,64 €"
08/07/2025,Teclado,Oeste,Online,5,44.94,"€224,70"
2025-07-14,Auriculares,Sur,Online,5,92.03,"460,15"
2025-08-17,Auriculares,Este,Online,4,84.45,"337,80"
2025-05-15,Mouse,Oeste,Online,4,25.17,"100,68 €"
13/06/2025,Mouse,Norte,Tienda,4,25.53,"102,12"
2025-06-26,Mouse,Oeste,Tienda Fisica,4,24.34,"97,36 €"
2025-09-02,Teclado,Oeste,Online,4,44.96,"179,84"
2024-06-10,Auriculares,  este ,Online,2,90.07,"180,14"
2024-05-22,Mouse,Centro,Online,4,25.28,"101,12"
2025-11-05,Teclado,Centro,Tienda,3,44.88,"134,64"
2025-06-30,Webcam,  ESTE ,Tienda,3,65.1,"195,30 €"
12/12/2025,Monitor,Este,Online,1,212.35,"212,35"
2025-08-05, Teclado,Norte,Online,4,44.56,"178,24 €"
02/12/2025,Mouse,ESTE,Distribuidor,2,19.89,"39,78"
2025-11-21,TECLADO,oeste,Online,2,45.96,"91,92 €"
2025-02-23,Mouse,Norte,Online,1,24.87,"24,87 €"
2025-08-07,Mouse,Oeste,Tienda,3,24.8,"74,40"
2025-01-07,Teclado,Oeste,Tienda,2,43.2,"86,40"
2024-03-22,Teclado,Este,Tienda,4,43.34,"173,36 €"
03-16-2024,Monitor,Oeste,Online,1,222.98,"222,98"
2025-11-24,Teclado,Oeste,Online,1,44.24,"44,24 €"
2024-12-14,Auriculares,Centro,Tienda,4,91.73,"366,92 €"
2024-12-13,Teclado,Oeste,Online,5,43.23,"216,15 €"
2025-10-09,Webcam,Este,Distribuidor,1,52.86,"52,86"
2024-06-23,Teclado,Oeste,Online,1,46.45,"46,45"
30/11/2024,Mouse,este,Online,5,24.98,"124,90 €"
2024-06-12,Mouse,Norte,Online,2,25.34,"50,68"
2025-08-01,Monitor,Norte,Online,2,212.98,"425,96 €"
2024-09-27,Auriculares,Centro,Online,4,90.84,"363,36"
2024-11-03,Auriculares,centro,Distribuidor,6263,69.78,"209,34 €"
2024-01-21,Mouse,Centro,Online,1,23.22,"23,22"
2025-10-11,Teclado,Sur,Online,1,45.93,"45,93"
2024-11-08,Mouse,Norte,Tienda,4,25.39,"101,56"
2025-10-08,TECLADO,Norte,Online,5,46.89,"234,45"
2025-03-03,Teclado,Este,Distribuidor,1,37.57,"37,57"
2024-02-01,Mouse,Oeste,Online ,3,24.56,"73,68 €"
2024-11-04,Auriculares,Este,Tienda,4,87.86,"351,44"
07-28-2024,Mouse,Oeste,Online,3,24.82,"74,46"
11-15-2025,Auriculares,Norte,Online,2,88.95,"81,59"
2024-12-15,Teclado,Este,Tienda Fisica,2,45.74,"91,48"
2024-12-28,Mouse,Oeste,Online,4,25.0,"100,00"
2025-05-16,TECLADO,Norte,Online,2,44.76,"89,52 €"
2024-06-21,Teclado,CENTRO,Tienda,3,46.02,"138,06 €"
12-26-2025,Auriculares,Oeste,Tienda,3,90.16,"270,48 €"
2024-09-04,Webcam,Norte,Tienda,2,66.12,"132,24"
2025-03-17,Mouse,  Este ,Online,2,25.14,"50,28 €"
2025-12-15,TECLADO,Centro,Distribuidor,1,35.68,"35,68"
,,,,,,
2025-03-02,Teclado,Oeste,Online,4,49.15,"196,60 €"
2024-06-01,Mouse,Norte,TIENDA,2,24.36,"48,72 €"
2025-11-06,Mouse,Oeste,Online,5,24.18,"120,90 €"
2024-02-13,Teclado,Centro,Tienda,3,48.8,"146,40 €"
2025-11-25,Mouse,Centro,Tienda,4,24.03,"96,12"
2024-04-05,Teclado,Este,Online ,5,42.18,"210,90"
2025-10-23,Auriculares,Oeste,Tienda,1,89.98,"89,98 €"
2024-03-28,Auriculares,Norte,Online,4259,86.99,"434,95"
2024-08-20,Mouse,Norte,Distribuidor,4,20.48,"€81,92"
18/12/2025,Auriculares,Sur,Online,1,90.85,"90,85 €"
2024-02-27,Auriculares,  Oeste ,Tienda,3,85.69,"257,07"
05-24-2024,Mouse,Norte,Online,5,24.75,"123,75"
2025-12-18,Teclado,Sur,Tienda,4,45.57,"182,28"
2024-11-28,Teclado,Norte,Tienda,3,47.54,"142,62"
2024-10-05,Teclado,Norte,Tienda,4,47.25,"189,00"
2024-12-15,Auriculares,Este,Online,3,85.0,"255,00"
2024-12-20,Mouse,Este,Online,4,26.14,"€104,56"
2024-12-28,Mouse,Norte,Online,3,23.59,"€70,77 €"
2024-12-18,Webcam,OESTE,Online ,3,63.79,"191,37 €"
,Teclado,  Norte ,Online,2,47.07,"94,14 €"
2024-04-17,Monitor,Centro,Online,1,210.11,"210,11"
2024-06-12,Teclado,oeste,Distribuidor,N/A,0.0,"147,64"
2024-03-25,Teclado,centro,Tienda,5,45.03,"225,15"
2024-08-07,Auriculares,Norte,Online,3,9000.76,"€294,84"
2024-01-07,Mouse,Sur,on-line,2,24.02,"48,04 €"
2025-08-14,Auriculares,Centro,Tienda,1,89.6,"89,60"
2025-09-13,Auriculares,Sur,Tienda,4,87.66,"350,64"
2024-06-24,Monitor,Este,Online,5,225.03,"1.125,15"
2024-10-30,Teclado,Este,Online,4,44.23,"176,92"
2024-06-11,Teclado,Sur,Tienda,3,44.03,"132,09 €"
2024-12-03,Mouse,Oeste,Tienda,3,24.7,"74,10"
2024-10-06,Teclado,Este,Online,1,44.41,"44,41"
2025-12-29,Mouse,Sur,Online,2,24.84,"€49,68 €"
2025-07-23,Webcam,Este,DISTRIBUIDOR,2,50.77,"101,54"
2024-03-24,Teclado,Este,Online,1,44.21,"44,21 €"
2025-03-10,Mouse,norte,Tienda,4,25.05,"100,20 €"
2025-11-11,Webcam,Oeste,Online,4,65.75,"263,00"
2024-02-14,Mouse,Sur,Online,4,,"102,80"
2025-05-24,Auriculares,Centro,on-line,4,87.8,"€351,20"
2025-03-09,Teclado,Este,Online,5,44.21,"221,05"
2025-08-26,Teclado,Centro,Tienda,2,43.78,"87,56 €"
2025-07-25,Mouse,Norte,Online,5,25.38,"126,90"
2024-06-15,Mouse,Centro,Distribuidor,1,21.64,"21,64 €"
2024-06-14,Monitor,?,Online,2,216.12,"€432,24"
2024-07-13,Monitor,Norte,Tienda,5,226.17,"1.130,85"
2024-03-07,Auriculares,Centro,Tienda,1,83.46,"83,46 €"
2024-02-21,Monitor,Oeste,Tienda,4,225.15,"900,60"
2025-11-14,Auriculares,Oeste,Tienda,1,92.03,"€92,03"
2024-12-29,Mouse,Centro,Distribuidor,3,20.33,"60,99 €"
2025-09-01,Monitor,Norte,Distribuidor,2,170.54,"341,08"
2024-12-30,Auriculares,OESTE,Online,1,NULL,"€90,54 €"
2024-05-03,Auriculares,?,Tienda,3,89.75,"269,25 €"
2024-10-26,Auriculares,  Centro ,Distribuidor,3,0.0,"208,26"
27/11/2024,Auriculares,Oeste,Online,N/A,88.25,"441,25 €"
2025-08-09,Mouse,oeste,on-line,2,24.87,"€49,74 €"
2024-12-03,Teclado,Norte,Online ,3,46.46,"139,38 €"
2025-12-06,Mouse,Este,Online,5,24.31,"121,55 €"
2024-07-12,Mouse,Este,Distribuidor,1,NULL,"20,88"
2024-03-14,Auriculares,centro,Online,2,85.94,"171,88"
2024-07-18,Auriculares,este,Distribuidor,3,76.01,"228,03 €"
2025-01-30,Webcam,Sur,Distribuidor,5,52.06,"260,30"
2025-10-21, Auriculares,Norte,Online,2,93.11,"€186,22"
2024-04-24,MONITOR,Oeste,Tienda,5,0.0,"€1.076,00 €"
2024-08-16,Mouse,Oeste,Online,1,25.73,"25,73 €"
2025-11-03,Auriculares,Oeste,Online,1,87.74,"87,74"
2024-08-17,Auriculares,Norte,Online,5,89.78,"448,90 €"
2024-12-21,Auriculares,Este,Online,4,90.66,"362,64 €"
07/03/2025,Mouse,Norte,Online,5,25.55,"127,75"
2024-03-13,Monitor,Este,Online,2,219.06,"438,12 €"
06-22-2025,Monitor,Norte,TIENDA,1,218.29,"218,29 €"
2025-03-01,Mouse,norte,Tienda,4,26.19,"104,76"
2025-06-04,Mouse,Sur,ONLINE,5,25.65,"128,25"
2025-08-27,Teclado,Oeste,Online,1,45.53,"45,53 €"
2025-11-28,Teclado,OESTE,Online,-,46.64,"233,20"
2025-03-29,Mouse,Norte,Tienda,3,25.62,"€76,86"
2025-11-02,Monitor,Este,Online,3,213.82,"641,46"
2025-08-27,Auriculares,Norte,Online,1,87.53,"87,53"
2025-10-31,Webcam,Oeste,Tienda,4,64.78,"259,12"
2024-11-18,Webcam,Oeste,Distribuidor,2,51.91,"103,82"
03/11/2024,Monitor,Este,Distribuidor,4,184.06,"736,24 €"
2025-11-13,Mouse,  Norte ,Online,5,26.36,"€131,80"
2024-08-18,Webcam,centro,Online,1,65.26,"65,26"
2025-09-19,Teclado,Sur,Online,1,45.58,"45,58 €"
2024-12-01,Mouse,  Norte ,Tienda,5,24.5,"122,50"
2024-12-03,Auriculares,Centro,Distribuidor,3,76.08,"228,24"
2025-09-23,Webcam,Oeste,Tienda,4,66.73,"266,92"
2024-02-13,Webcam,sur,Online,4,62.07,"248,28"
2024-11-21,Webcam,Sur,Tienda,3,61.91,"185,73 €"
19/11/2025,Teclado,Centro,Tienda,2,44.06,"88,12 €"
2025-12-04,Mouse,Oeste,Tienda,5,25.31,"126,55"
01-15-2025,Teclado,Norte,TIENDA,1,45.04,"45,04"
2025-01-24,Auriculares,NORTE,Tienda,3,85.61,"256,83"
2024-07-24,Auriculares,CENTRO,Online,4,89.48,"357,92 €"
2025-11-20,Mouse,Norte,Tienda,1,24.43,"24,43"
2024-08-30,Monitor,SUR,Online,1,205.88,"205,88"
2025-06-20,Auriculares,Centro,Online,2,94.24,"188,48"
07-01-2024,Teclado,Norte,Distribuidor,5,35.49,"177,45"
2024-12-30,Monitor,Sur,Distribuidor ,4,178.23,"712,92"
2024-09-27,Mouse,centro,Online,5,24.39,"121,95"
2025-01-28,Auriculares,  Centro ,Tienda,1,90.02,"90,02 €"
,,,,,,
2024-04-04,Monitor,Este,Online,4,219.92,"879,68"
2024-11-26,Webcam,Centro,Distribuidor,5,52.37,"261,85 €"
2025-04-10,Mouse,Norte,Online,2,25.77,"51,54 €"
2024-11-25,Auriculares,Norte,Online,2,87.77,"175,54"
19/09/2025,Mouse,Este,Tienda,4,24.99,"99,96"
2024-05-01,Auriculares,Sur,Online,1,88.86,"88,86"
2024-08-01,Mouse,Sur,Distribuidor,5,20.34,"101,70"
2024-07-23,Mouse,Norte,Online,5,24.83,"124,15"
11/05/2025,Webcam,Sur,Online,5,66.29,"331,45"
2024-11-02,WEBCAM,Norte,Tienda,5,66.64,"333,20 €"
2024-11-03,Mouse,Norte,Tienda,4,23.65,"94,60"
26/06/2024,Auriculares,Oeste,Online,1,92.02,"92,02 €"
2025-06-27,Monitor,  Norte ,Online,5,212.96,"1.064,80"
2025-12-15,Mouse,Norte,Distrib.,5,19.83,"99,15 €"
2025-02-19,Monitor,Oeste,Online,-,223.66,"€894,64"
2025-05-02,Mouse,Norte,Tienda,3,25.86,"77,58"
2025-08-22,Teclado,Norte,Tienda,3,44.67,"134,01"
29/11/2024,Teclado,Este,Distribuidor,5,36.59,"182,95"
19/10/2025,Teclado,Norte,Online,5,46.81,"234,05 €"
2025-04-21,Mouse,Norte,Distribuidor,3,20.59,"61,77"
2024-09-25,Webcam,Centro,Distrib.,2,53.96,"107,92"
2025-11-19,Auriculares,Oeste,Distribuidor,4,71.62,"286,48"
2025-12-03,Mouse,Norte,Distribuidor,1,19.47,"19,47"
2024-03-16,Auriculares,Norte,Online,2,88.77,"177,54"
2025-05-30,Teclado,Centro,Tienda,1,46.6,"46,60 €"
2024-06-03,Teclado,Centro,Online,2,43.7,"87,40"
2025-03-30,Teclado,Sur,Online,5,46.23,"231,15"
2025-11-15,Teclado,Este,Tienda,3,47.21,"141,63 €"
2024-07-05,Monitor,Oeste,Online ,5,223.0,"€1.115,00"
2025-11-10,Teclado,Centro,Tienda,2,45.47,"90,94"
2025-01-25,Monitor,Centro,Online,4,213.34,"853,36"
2024-05-20,Webcam,Oeste,Online,3,65.07,"195,21"
2025-01-14,Monitor,Centro,Distribuidor,1,185.03,"185,03"
2024-12-29,MONITOR,Centro,tienda,3,219.94,"659,82 €"
2025-01-20,Auriculares,Este,online,1,88.52,"88,52 €"
2024-03-18,Mouse,Centro,Online,2,24.16,"48,32 €"
2025-06-12,Webcam,Centro,tienda,5,68.29,"341,45"
2025-02-02,Teclado,Sur,Online,2,46.67,"93,34 €"
2025-11-16,Teclado,Norte,Tienda,4,45.07,"180,28 €"
11-19-2025,Teclado,Este,Online,5,47.0,"235,00"
12-20-2024,Mouse,Norte,Online,1,24.72,"24,72 €"
2025-08-14,Mouse,Centro,Tienda,5,25.78,"128,90"
2025-01-18,Teclado,este,online,1,45.01,"45,01"
2025-11-27,Webcam,Centro,Online,5,66.92,"334,60 €"
2025-11-18,Mouse,Norte,Tienda,3,25.35,"76,05"
2024-11-14,Auriculares,?,Distribuidor,5,77.53,"387,65"
2024-03-05,Mouse,  Este ,Online,4,25.32,"101,28"
20/12/2025,Auriculares,Este,Online,4,91.23,"364,92 €"
2024-12-22,Teclado,Norte,ONLINE,1,47.31,"47,31"
11-27-2024,Webcam,Norte,Tienda Fisica,2,59.6,"119,20"
2024-08-27,Mouse,Centro,ONLINE,1,25.56,"25,56 €"
2025-12-20,Webcam,Centro,Online,2,63.24,"126,48"
07/11/2024,Webcam,Centro,Distribuidor,1,51.91,"51,91"
2025-11-15,Webcam,Norte,Tienda,1,64.46,"64,46"
2025-06-26,Mouse,OESTE,Tienda,1,24.11,"24,11"
2025-01-24, Mouse,este,Distribuidor,5,20.5,"102,50"
2024-03-05,Auriculares,CENTRO,Tienda,2,88.78,"177,56 €"
2024-02-21,Mouse,desconocida,on-line,3,25.52,"76,56 €"
2025-12-08,Teclado,Sur,Tienda,4,43.94,"175,76"
2024-11-25,Mouse,Sur,Distribuidor,2,20.48,"40,96"
2025-04-22,Mouse,Centro,Distribuidor,-,20.77,"€62,31 €"
,Mouse,desconocida,Tienda,2,24.3,"48,60"
12-27-2024,Mouse,Este,Distribuidor,5,19.77,"98,85"
2025-03-23,Teclado,Oeste,Distribuidor,3,36.87,"110,61"
2025-04-20,Monitor,Norte,Tienda,5,207.52,"1.037,60"
2024-11-30,AURICULARES,Oeste,Online,4,90.93,"363,72"
2025-01-20,Mouse,Centro,Online,,24.9,"24,90"
2024-05-27, Teclado,Oeste,on-line,NA,45.71,"45,71 €"
2024-12-24,Auriculares,NORTE,Online,4,89.07,"356,28"
2024-12-02,MONITOR,Este,Tienda,2,228.59,"457,18"
2024-06-13,Auriculares,Oeste,Distribuidor,2,69.57,"139,14 €"
10-08-2025,Auriculares,Este,Tienda,5,85.81,"429,05"
2025-05-22,Webcam,Norte,Online,3,65.36,"196,08"
2024-11-24,Teclado,Oeste,Tienda,3,44.57,"133,71 €"
2025-09-25,Mouse,Oeste,Online,3,NULL,"73,98 €"
2024-11-02, MONITOR,Oeste,Distribuidor,1,180.59,"180,59 €"
,Auriculares,Oeste,Online,4,91.99,"367,96"
2025-10-07,Webcam,Oeste,tienda,2,60.29,"€120,58"
2024-11-19,Monitor,Oeste,TIENDA,3,222.41,"667,23"
2025-03-17,Mouse,centro,Online,1,23.22,"23,22"
2025-11-06,Teclado,centro,Distribuidor,3,37.41,"112,23 €"
2024-03-08,Mouse,Este,ONLINE,4,25.47,"101,88"
2024-03-09,Auriculares,Centro,Online,1,88.51,"88,51"
2025-10-08,WEBCAM,Este,Online,3,62.81,"188,43 €"
2025-11-11,Teclado,Sur,Online,3,44.09,"132,27"
2025-05-08,Mouse,Este,Tienda,-1,24.96,"24,96"
2025-09-08,Webcam,Norte,Distribuidor,1,53.68,"53,68"
2025-04-11,Auriculares,Oeste,Tienda,5,92.15,"460,75"
2024-12-10,Teclado,Este,Online,4,45.62,"182,48"
2024-11-04,Mouse,Oeste,Online,5,24.6,"123,00"
2025-03-26,Teclado,Sur,distribuidor,2,36.54,"73,08"
2025-12-02, Mouse,Oeste,Online,4,24.84,"99,36"
2025-10-18,Auriculares,Oeste,Tienda,1,94.93,"94,93"
2024-11-17,Webcam,Norte,Tienda,4,67.19,"268,76 €"
2025-10-05,Mouse,Norte,Online,3,24.93,"€74,79"
2025-10-08,WEBCAM,Sur,Online,1,64.27,"64,27"
2024-12-30,Monitor,  Centro ,Online,2,218.28,"436,56"
2024-03-05,Mouse,Este,Distribuidor,3,20.61,"61,83"
2024-08-28,Auriculares,Este,online,2,86.77,"173,54 €"
2025-12-31,Teclado,OESTE,Tienda,4,44.87,"179,48 €"
2025-12-31,AURICULARES,NORTE,tienda,4,91.84,"367,36"
2024-09-02,MOUSE,centro,Online,1,24.75,"24,75"
2024-06-16,Teclado,Centro,Online,3,45.93,"137,79"
2025-11-11,Mouse,Sur,Tienda,5,24.93,"124,65"
2025-11-06,Auriculares,Norte,Tienda,1,85.27,"85,27 €"
03/09/2025,Teclado,Norte,Online,2,46.15,"92,30 €"
2024-10-03,Webcam,Sur,Online,5,66.96,"334,80 €"
05/11/2024,Teclado,Este,Online,2,44.6,"89,20"
2024-12-22,Mouse,Norte,on-line,2,24.84,"€49,68"
2025-11-21,Mouse,Este,Online,1,25.78,"25,78 €"
,Webcam,Centro,Tienda,1,61.7,"61,70"
2025-05-07,Mouse,Oeste,online,null,25.03,"75,09 €"
2025-09-30,Mouse,Este,Distribuidor,5,20.45,"102,25"
2025-03-01,MONITOR,Sur,Online,null,221.74,"886,96 €"
2025-07-02,Teclado,Este,Online,1,45.91,"45,91"
2024-11-16,Auriculares,NORTE,Tienda,3,87.18,"261,54"
2024-12-03,Auriculares,Norte,Online,1,91.31,"91,31"
2024-10-02,Mouse,Sur,Online,3,23.82,"508,23"
2025-04-04,Mouse,Norte,Tienda,4,24.71,"98,84 €"
2024-06-07,Mouse,Oeste,Tienda,5,25.7,"128,50"
2024-11-25,Teclado,Norte,Tienda,4,47.38,"189,52 €"
2024-12-08,Auriculares,Este,Online,4,86.99,"347,96"
2024-11-09,Monitor,Oeste,Online,5,210.03,"1.050,15 €"
2024-04-16,Teclado,Norte,Online,3,46.82,"140,46"
2025-07-25, Teclado,Centro,tienda,4,21631.22,"183,72"
2025-08-28,Auriculares,Este,Tienda,5,89.03,"445,15 €"
2024-06-01,Monitor,Sur,Online ,2,231.65,"463,30"
2024-05-10,Mouse,Norte,Online,5,25.36,"126,80 €"
2025-12-03,Monitor,Norte,Tienda,1,216.69,"216,69"
2025-07-10,Auriculares,Norte,Tienda,2,93.17,"186,34"
2025-07-25,Mouse,norte,Distribuidor,N/A,20.83,"83,32 €"
2025-12-29,Teclado,Norte,Online,1,46.3,"€46,30 €"
11-04-2025,Mouse,Sur,Tienda,1,24.33,"24,33"
2024-07-24,Teclado,Oeste,Online,1,48.24,"48,24 €"
2025-05-05,Mouse,Norte,Online,3,n/a,"72,51 €"
2024-07-28,Teclado,Centro,tienda,4,43.81,"175,24 €"
2025-01-27,Mouse,Oeste,online,1,24.31,"24,31"
2024-05-27,Auriculares,Norte,Tienda,2,85.42,"170,84"
11/09/2025,Mouse,NORTE,Online,1,23.84,"€23,84"
2025-12-19,Mouse,Sur,Tienda,1,24.78,"24,78 €"
2024-04-27,Teclado,Sur,Online ,5,44.79,"223,95"
2025-09-03,Monitor,Sur,Tienda,3,212.66,"637,98 €"
2024-09-18,Auriculares,Norte,Online,4,93.42,"373,68"
2024-07-25,Mouse,Oeste,tienda,5,25.08,"125,40"
2024-07-07,Mouse,este,Tienda,3,25.31,"75,93 €"
2025-03-13,Mouse,ESTE,online,4,26.0,"€104,00 €"
2025-11-30,Monitor,Centro,Online,3,224.89,"674,67 €"
2025-07-17,Monitor,  Norte ,Online,4,228.66,"914,64 €"
2024-08-13,Mouse,  Norte ,Online,5,26.13,"€130,65 €"
2024-06-06,Teclado,Centro,Online,10088,44.14,"220,70"
2024-06-24,Monitor,SUR,Distribuidor,2,175.8,"351,60 €"
2025-04-08,Mouse,Norte,Tienda,5,24.47,"122,35 €"
